annotation_id,tweet_id,customer_message,suggested_intent,annotation_status,final_intent,review_notes
199,3740,"@AmazonHelp na ultima atualização da entrega do meu pedido, consta que não foi possível localizar o meu endereço, poderia ajudar?",,unlabelled,,
200,80543,"@AmazonHelp I have sent you the details. There is no question of refund now, I want my order completed. Get it?",REFUND,weak_label,,
201,1208364,"@AmazonHelp I left specific instructions for my delivery, Item was not received and it says delivered.
 Order# 114-6470303-3753861",PACKAGE_NOT_RECEIVED,weak_label,,
202,17675,@AmazonHelp #Discrimination if you can't deliver at rural locations please don't take an order but do not discriminate customers!,,unlabelled,,
203,1412486,@AmazonHelp Already did that. Received the link for password reset. That was not my concern.,ACCOUNT,weak_label,,
204,28413,@AmazonHelp @115821 Two more days and still nothing. Delivery over a week late now. This has been going on for two months.,DELIVERY_DELAY,weak_label,,
205,2558464,"@AmazonHelp My Echo Dot has developed a hearing problem, it barely recognises anything I say to it :( Who should I get in touch with?",DEVICE,weak_label,,
206,249879,@AmazonHelp What is the benefit when my order got cancelled second time I wrote on twitter regarding my problem but third time it happened again,ORDER_CANCELLATION,weak_label,,
207,1698,@AmazonHelp Thats the thing I told customer service. I created a new email address for the Prime trial and forgot it. What can I do so I'm not charged?,,unlabelled,,
208,13146,@AmazonHelp Can someone please call me. I have responded to multiple emails and surveys now without my question being addressed. This is very annoying.,,unlabelled,,
209,320322,@AmazonHelp Changed my payment method and it worked! Thanks!,PAYMENT,weak_label,,
210,144116,"@AmazonHelp This is ridiculous, thrice in line the call got disconnected. Is dis how u treat ur cx's? What's the whole point in shipping with Amazon of they do not wish to help there cx's? Being a prime member offers little help",ORDER_DISPATCH,weak_label,,
211,89203,"@AmazonHelp  - dear Amazon help - HELP! I'm dealing with Amazon for more than over a week now trying to cancel my order that has been partially paid with a giftcard and partially with a creditcard, but Amazon does not accept the creditcard payment 1/2",ORDER_CANCELLATION,weak_label,,
212,132402,@AmazonHelp So what happens with this order should I cancel it?,ORDER_CANCELLATION,weak_label,,
213,14020,@AmazonHelp We have 2 work 2gether to accommodate UR new service.  I simply need 2 know how exactly U instruct AF customers re disposition of the large green insulated carriers.  Not a difficult question--need the written instrux.,,unlabelled,,
214,5312,"@AmazonHelp Still not working.  They sent me a link to reset the password, try and sign in with new password and still locked out.",,unlabelled,,
215,746000,"@AmazonHelp We finally got a hold of a supervisor that understood. However, my American Express was still charged twice. Done w/ #amazon",PAYMENT,weak_label,,
216,11020,"@AmazonHelp U pay for prime. You expect the befits of the membership. I ordered a package on the 25th, it still isn't here.",,unlabelled,,
217,3737,@AmazonHelp Warum ist es mir (und scheinbar auch ein paar anderen) nicht möglich per Bankeinzug zu bezahlen?,,unlabelled,,
218,16813,@AmazonHelp This says will be reaching please can some one really #help me I promise wont make any further purchase with #Amazon #help #shameful https://t.co/yuU8kSbKOs,,unlabelled,,
219,1427916,Grrr. Getting the #Echo setup is a humongous task. I seem to be failing at it. @115821 @AmazonHelp @115850,DEVICE,weak_label,,
220,180518,@AmazonHelp https://t.co/3C1p8oTKlq Wondering if its because I didn't sign in for a while. I have a non-active seller account (non biz). Is that why? :/,SELLER,weak_label,,
221,232918,@AmazonHelp Previous laptop too which i cancelled but it says you can order maximum one quantity of this laptop,ORDER_CANCELLATION,weak_label,,
222,426301,@AmazonHelp Than simply track the order id and get delivered to the given address.,DELIVERY_TRACKING,weak_label,,
223,198802,"@AmazonHelp You dumb ass, did you see who is the seller in the mentioned order?did u see the price on the other websites? Stop barking if u dont know.",SELLER,weak_label,,
224,1732125,"@AmazonHelp hi, had a text about a missed delivery. I’d set my safe place but they’ve not used it. Can they leave it where I’ve said?",DELIVERY_INSTRUCTIONS,weak_label,,
225,1423031,@AmazonHelp Courier has delivery instructions to deliver to neighbor &amp; that wasn't done either.,DELIVERY_INSTRUCTIONS,weak_label,,
226,18689,@AmazonHelp What do you mean prices are ever changing? Is @115850 a stock exchange? And how can you charge more than MRP? Should I sue you?,,unlabelled,,
227,1694,@AmazonHelp Thanks for quick response. Pic attached. https://t.co/yNhYE638YS,,unlabelled,,
228,11019,@AmazonHelp 2 other orders that were due to arrive today did not show up.,,unlabelled,,
229,2478935,"@AmazonHelp I'm thoroughly frustrated and confused. The type is now telling me Kindle App books issue is due to licenses &amp; rights, and that I can't download books to internal SD card. Why type of nonsense is that?",DEVICE,weak_label,,
230,1394543,@AmazonHelp Not received my order yet?,PACKAGE_NOT_RECEIVED,weak_label,,
231,58143,"So I accidentally ordered a bed frame I already own on @115821 &amp; I immediately cancelled. It never shipped, I still got charged? @AmazonHelp",ORDER_DISPATCH,weak_label,,
232,18909,@AmazonHelp I would like to know what action taken from your side regarding my issue apart from regret emails??,,unlabelled,,
233,1699,@AmazonHelp I called customer service and was told my membership wouldn't be renewed. I was just charged today. How do I get a refund? https://t.co/SeoQUsA0VA,REFUND,weak_label,,
234,19125,@AmazonHelp I already call your linked courier service they all not ready for home pick up and some courier service cha rges is very high,,unlabelled,,
235,18198,@AmazonHelp On 1st Nov your team agreed in mail for cashback of INR1500 and now someone else from your team is saying max INR450. This Is cheating.,,unlabelled,,
236,13864,@AmazonHelp nice game ha. first fool the customer then extend the issue until warranty expires and then you are free. cheating enterprises amazon,,unlabelled,,
237,278717,@AmazonHelp I have ordered few things yesterday and it is still not dispatched. Very urgent. Now amazon is delaying the shipping.,ORDER_DISPATCH,weak_label,,
238,17661,@AmazonHelp Thanks a lot for helping your consumers we always grateful to u. There is no online shopping app where problems not occur but to help,,unlabelled,,
239,350784,@AmazonHelp Dishonest delivery setup. Worst cust care. Order no 404-1061350-8629132 against canceled order at high price &amp; late delivery.,DELIVERY_DELAY,weak_label,,
240,5796,I go to watch #thebay and episode 7 &amp; 8 aren’t there??? 😭 @117090 @AmazonHelp,,unlabelled,,
241,145822,@AmazonHelp still not shipped my order. When will i get any update?,ORDER_DISPATCH,weak_label,,
242,122681,"@AmazonHelp It's still in its plastic, but the disc is loose and there is rattling parts, it has been squashed or broken during transit or packing. I didn't click return on the website because it will cost me more than the original item and postage combined to return the broken DVD.",RETURN,weak_label,,
243,19123,@AmazonHelp I allready replied. I clearly say that please pick up from your hand.,,unlabelled,,
244,309955,@AmazonHelp Nope this didn’t fix it.  I have a zip code entered there.   Same as my amazon billing account and @127550 acct,PAYMENT,weak_label,,
245,15304,"@115850 @115821 @AmazonHelp I waited 15 days,sent 10 email,was assured tht case escalted,todays response WE CANNOT HELP,customer service?",,unlabelled,,
246,48913,"@AmazonHelp @1713 It says expected 21 Nov, contact courier for more info. DHL tracking says 2nd delivery attempt will be made (it'll be 3rd), that the driver usually leaves note but sometimes just sets the status but no driver came, i saw no1 out window :(",DELIVERY_TRACKING,weak_label,,
247,103074,@AmazonHelp I just checked the tracking on that delivery.  What is going on? https://t.co/kdf9jgDHAS,DELIVERY_TRACKING,weak_label,,
248,105016,@AmazonHelp By a third party,SELLER,weak_label,,
249,1525022,"@AmazonHelp Pre ordered call of duty WW2 my Amazon app was showing as dispatched for delivery today, got to 9pm &amp; contacted Customer svs who told me that It not out for delivery today and will go some time tomorrow.. some time???",WEBSITE_OR_APP,weak_label,,
250,13878,@AmazonHelp all emails already shared with earlier tweet. https://t.co/2sVFZ4iG9Q,,unlabelled,,
251,467523,@AmazonHelp Contact no. of delivery personnel is unavailable! There is a sense of lack of liability with your delivery service. I have not received my last 2 orders.,PACKAGE_NOT_RECEIVED,weak_label,,
252,739720,"@AmazonHelp Not sure what the issue is since Wi-Fi works, &amp; watched @116602 on tablet &amp; through app on DVD player. Seems like FireStick issue. /4",DEVICE,weak_label,,
253,2586,@116324 not dlvd after 1 wk. U lied 2 @AmazonHelp saying left in safe place on Fri. Yesterday u said wld be dlvd 24-48hrs. Sort this now!,,unlabelled,,
254,287403,@AmazonHelp tracking page says ‘delivery was received by &lt;my name&gt;’ but it wasn’t cos I’m at work!,DELIVERY_TRACKING,weak_label,,
255,1922858,@AmazonHelp i have been locked out of my account twice for trying to purchase amazon coins. password reset doesn't work either???,ACCOUNT,weak_label,,
256,183287,@AmazonHelp Claim has been issued lets c seller will respond it or not https://t.co/nqBR7CqTRg,SELLER,weak_label,,
257,270,"@AmazonHelp ありがとうございます。
今、電話で主人が対応していただいてます。",,unlabelled,,
258,191728,".@amazonhelp why did you cancel my pre-order of ""art of the larder"" and why did you not bother to send me an email informing me?",ORDER_CANCELLATION,weak_label,,
259,11053,@AmazonHelp it's been 7 days &amp; my @115821 order still hasn't shipped. #fail https://t.co/apV29xdWuM,ORDER_DISPATCH,weak_label,,
260,665617,@AmazonHelp Thanks. I would also like to add a new complaint as I’m trying to change the delivery address of my Xbox One X pre order and your...,DELIVERY_INSTRUCTIONS,weak_label,,
261,17229,"@AmazonHelp I am unable to drop you a mail through this link as there's no email id associated with this account, it's a mobile account. Facing trouble.",,unlabelled,,
262,248668,@AmazonHelp estimated date of shipment was 4th and it has not been shipped yet. Earlier it was showing 4th as shipping date now it doesn’t show any date,ORDER_DISPATCH,weak_label,,
263,18964,@AmazonHelp Then how should I reach you for assistance,,unlabelled,,
264,295374,"WHY HAS MY ALBUM NOT SHIPPED @AmazonHelp 

Pls amazon pls",ORDER_DISPATCH,weak_label,,
265,9773,@AmazonHelp Incredible! I shouldn’t post my details here Coz it’s public. While you can’t access it being in Amazon! Are you kidding me ?,,unlabelled,,
266,475144,@AmazonHelp Ive already sent a notice to get ny password reset 10.minutes ago a need this done now or what ever fucking restriction there is in place removed so i can get back on,ACCOUNT,weak_label,,
267,98680,"@AmazonHelp Yep, https://t.co/ziEVp241yz. My order is fine, but hers was cancelled. :/",ORDER_CANCELLATION,weak_label,,
268,16844,@AmazonHelp Many mails done...need clarification on what I asked...why 500 deposited as compensation..why no action against seller &amp; brand,SELLER,weak_label,,
269,18939,@AmazonHelp Sure.I m waiting since 30 days.,,unlabelled,,
270,180736,@AmazonHelp @10261 Final request; Now nearly 2 months late on order. RAM Prices are up $1.5+ per GB; Is MD16GK2D3186610AB discontinued?,DELIVERY_DELAY,weak_label,,
271,96855,I need to contact a seller I purchased something from but I can't figure out how to do that. @AmazonHelp,SELLER,weak_label,,
